code,faction,name,folder,unitgroup,buildtime,metalcost,energycost,health,speed,maxacc,maxdec,maxslope,maxwaterdepth,sightdistance,turnrate,turninplace,canmove,techlevel,n_weapons,best_dps,total_dps,max_range,min_range,max_aoe,has_aa,has_anti_sub,has_paralyzer,wt_cannon,wt_beamlaser,wt_lasercannon,wt_missilelauncher,wt_starburstlauncher,wt_torpedolauncher,wt_emgcannon,wt_aircraftbomb,wt_flame,wt_dgun,wt_shield,wt_other
corah,Cortex,Birdeater,CorHovercraft,aa,3650.0,250.0,4700.0,1120.0,88.5,0.06316,0.06316,16.0,0,509.0,470.0,1,1,1,2,28.18,28.18,800.0,700.0,48.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
corch,Cortex,Construction Hovercraft,CorHovercraft,builder,4580.0,190.0,3000.0,1490.0,60.899,0.03792,0.11,16.0,0,338.0,410.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corhal,Cortex,Halberd,CorHovercraft,weapon,12900.0,640.0,13000.0,4350.0,45.3,0.02428,0.02428,16.0,0,450.0,410.0,1,1,1,1,343.75,343.75,300.0,300.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cormh,Cortex,Mangonel,CorHovercraft,weapon,3500.0,200.0,3300.0,550.0,63.9,0.04415,0.04415,16.0,0,509.0,455.0,1,1,1,1,61.11,61.11,700.0,700.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
corsh,Cortex,Goon,CorHovercraft,weapon,1500.0,75.0,1500.0,255.0,109.5,0.10226,0.10226,16.0,0,550.0,615.0,1,1,1,1,60.0,60.0,230.0,230.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corsnap,Cortex,Cayman,CorHovercraft,weapon,3500.0,300.0,3100.0,1720.0,66.99,0.04624,0.04624,16.0,0,491.0,500.0,1,1,1,1,70.0,70.0,370.0,370.0,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corcsa,Cortex,Construction Seaplane,CorSeaplanes,builder,14500.0,140.0,8200.0,435.0,217.5,0.072,0.4275,10.0,255.0,430.0,240.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corcut,Cortex,Cutlass,CorSeaplanes,weapon,11500.0,230.0,5400.0,1010.0,152.39999,0.18,0.3938,10.0,255.0,595.0,550.0,0,1,1,1,36.15,36.15,430.0,430.0,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corhunt,Cortex,Watcher,CorSeaplanes,util,11500.0,130.0,6900.0,730.0,324.29999,0.1425,0.0375,10.0,255.0,1130.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corsb,Cortex,Dam Buster,CorSeaplanes,weapon,9000.0,200.0,8200.0,940.0,240.0,0.06,0.045,10.0,255.0,455.0,0,0,1,1,1,6.25,6.25,1280.0,1280.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
corseap,Cortex,Monsoon,CorSeaplanes,sub,13000.0,230.0,5500.0,1070.0,266.10001,0.22,0.375,10.0,255.0,535.0,610.0,0,1,1,1,68.4,68.4,600.0,600.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
corsfig,Cortex,Bat,CorSeaplanes,aa,6500.0,90.0,4600.0,220.0,315.60001,0.2175,0.1,10.0,255.0,430.0,0,0,1,1,1,240.0,240.0,710.0,710.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
coracsub,Cortex,Advanced Construction Sub,CorShips,buildert2,23000.0,700.0,9000.0,1110.0,64.8,0.042,0.042,0,0,156.0,385.5,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corantiship,Cortex,Oasis,CorShips,antinuke,27000.0,1400.0,12000.0,5000.0,63.0,0.01722,0.01722,0,0,1000.0,180.0,1,1,2,1,750.0,750.0,72000.0,72000.0,420.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
corarch,Cortex,Arrow Storm,CorShips,aa,21000.0,1000.0,12000.0,3900.0,60.48,0.03127,0.03127,0,0,465.0,340.5,1,1,2,3,272.73,350.85,870.0,775.0,140.0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
corbats,Cortex,Despot,CorShips,weapon,51000.0,3400.0,23000.0,12000.0,53.1,0.01427,0.01427,0,0,600.0,177.0,1,1,2,4,315.79,653.29,950.0,700.0,140.0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
corblackhy,Cortex,Black Hydra,CorShips,weapon,310000.0,21000.0,190000.0,53000.0,49.5,0.00809,0.00809,0,0,650.0,129.0,1,1,2,6,284.21,1138.19,2550.0,830.0,240.0,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0
corcrus,Cortex,Buccaneer,CorShips,weaponsub,23000.0,1000.0,12000.0,6200.0,54.0,0.02649,0.02649,0,0,600.0,265.5,1,1,2,3,225.23,528.0,500.0,430.0,32.0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
corcs,Cortex,Construction Ship,CorShips,builder,3700.0,200.0,2000.0,1080.0,60.0,0.03567,0.03567,0,0,400.0,391.5,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coresupp,Cortex,Supporter,CorShips,weapon,1400.0,100.0,1000.0,480.0,109.8,0.11054,0.11054,0,0,600.0,500.0,1,1,1,2,44.09,88.17,280.0,280.0,12.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
corfship,Cortex,Brimstone,CorShips,weapon,13000.0,630.0,9400.0,2700.0,93.0,0.06,0.06,0,0,500.0,425.0,1,1,2,2,187.55,256.55,710.0,450.0,96.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
cormls,Cortex,Pathfinder,CorShips,buildert2,6500.0,200.0,3300.0,1600.0,57.75,0.03446,0.03446,0,0,300.0,393.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cormship,Cortex,Messenger,CorShips,weapon,24000.0,2000.0,10000.0,3350.0,61.44,0.02799,0.03799,0,0,318.5,350.0,1,1,2,2,137.5,206.5,1550.0,710.0,300.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
corpship,Cortex,Riptide,CorShips,weapon,4550.0,420.0,2800.0,2350.0,82.5,0.04391,0.04391,0,0,500.0,350.0,1,1,1,1,120.0,120.0,480.0,480.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corpt,Cortex,Herring,CorShips,weaponaa,2500.0,210.0,1400.0,890.0,69.0,0.05,0.06473,0,0,670.0,520.5,1,1,1,2,60.0,83.5,750.0,650.0,48.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
correcl,Cortex,Death Cavalry,CorShips,builder,5960.0,200.0,3200.0,420.0,66.9,0.05333,0.05333,0,0,300.0,525.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corroy,Cortex,Oppressor,CorShips,weaponsub,10600.0,960.0,7200.0,3950.0,62.4,0.02757,0.02757,0,0,500.0,291.0,1,1,1,2,154.0,272.42,710.0,400.0,64.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
corshark,Cortex,Predator,CorShips,sub,23000.0,730.0,14000.0,1610.0,84.0,0.05,0.05,0,0,390.0,540.0,1,1,2,1,159.09,159.09,400.0,400.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
corsjam,Cortex,Phantasm,CorShips,util,17000.0,280.0,4200.0,1450.0,40.0,0.03574,0.03574,0,0,403.0,384.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corssub,Cortex,Kraken,CorShips,sub,35000.0,1900.0,29000.0,3900.0,39.0,0.018,0.018,0,0,570.0,320.0,1,1,2,1,206.25,206.25,850.0,850.0,160.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
corsub,Cortex,Orca,CorShips,sub,7200.0,580.0,4000.0,1060.0,57.0,0.0451,0.0451,0,0,400.0,600.0,1,1,1,1,136.8,136.8,500.0,500.0,64.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
coracv,Cortex,Advanced Construction Vehicle,CorVehicles,buildert2,17000.0,580.0,7000.0,2150.0,49.5,0.02547,0.10186,16.0,18.0,295.10001,363.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corban,Cortex,Banisher,CorVehicles,weapon,30000.0,1000.0,23000.0,2500.0,54.0,0.02,0.04537,20.0,20.0,650.0,250.0,1,1,2,1,133.33,133.33,800.0,800.0,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corcv,Cortex,Construction Vehicle,CorVehicles,builder,4160.0,145.0,2100.0,1430.0,51.0,0.03049,0.12198,16.0,19.0,260.0,421.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coreter,Cortex,Obscurer,CorVehicles,util,7500.0,105.0,1900.0,580.0,41.4,0.03583,0.07166,16.0,0,299.0,619.29999,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corfav,Cortex,Rascal,CorVehicles,weapon,1150.0,26.0,270.0,90.0,153.0,0.2,0.4,26.0,12.0,600.0,750.0,1,1,1,1,31.82,31.82,180.0,180.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corgarp,Cortex,Garpike,CorVehicles,weapon,3100.0,220.0,2600.0,1420.0,58.5,0.03226,0.06453,12.0,200.0,500.0,387.0,1,1,1,1,77.33,77.33,305.0,305.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corgator,Cortex,Incisor,CorVehicles,weapon,2300.0,120.0,1100.0,820.0,85.0,0.04631,0.09262,10.0,12.0,330.0,427.0,1,1,1,1,93.75,93.75,230.0,230.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corgol,Cortex,Tzar,CorVehicles,weapon,40000.0,1650.0,28000.0,7800.0,39.0,0.01018,0.02037,12.0,12.0,395.0,176.0,1,1,2,1,257.14,257.14,650.0,650.0,292.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corlevlr,Cortex,Pounder,CorVehicles,weapon,3000.0,220.0,2600.0,1490.0,40.5,0.01654,0.03308,17.0,12.0,286.0,292.80002,1,1,1,1,105.56,105.56,315.0,315.0,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cormabm,Cortex,Saviour,CorVehicles,antinuke,52000.0,1250.0,32000.0,870.0,51.0,0.03721,0.07443,10.0,0,450.0,520.29999,1,1,2,1,250.0,250.0,72000.0,72000.0,420.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cormart,Cortex,Quaker,CorVehicles,weapon,9000.0,400.0,4400.0,1200.0,58.0,0.03,0.06,12.0,0,299.0,270.0,1,1,2,1,84.0,84.0,800.0,800.0,144.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cormist,Cortex,Lasher,CorVehicles,weaponaa,3440.0,155.0,2400.0,860.0,52.0,0.02208,0.04416,16.0,12.0,620.0,370.0,1,1,1,2,48.0,73.2,700.0,575.0,48.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
cormlv,Cortex,Trapper,CorVehicles,builder,3640.0,65.0,1300.0,450.0,69.0,0.06681,0.1327,16.0,0,450.0,590.0,1,1,1,1,5.0,5.0,220.0,220.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cormuskrat,Cortex,Muskrat,CorVehicles,builder,6860.0,170.0,3500.0,1110.0,40.5,0.01722,0.10332,16.0,255.0,260.0,300.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corparrow,Cortex,Poison Arrow,CorVehicles,weapon,26000.0,1050.0,21000.0,6300.0,51.0,0.0266,0.05321,12.0,255.0,500.0,400.0,1,1,2,1,205.56,205.56,575.0,575.0,160.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corraid,Cortex,Brute,CorVehicles,weapon,3310.0,235.0,2400.0,1970.0,72.9,0.04056,0.08113,10.0,12.0,325.0,330.0,1,1,1,1,83.14,83.14,350.0,350.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
correap,Cortex,Tiger,CorVehicles,weapon,16000.0,665.0,10000.0,5300.0,70.5,0.0362,0.0724,12.0,100.0,462.0,347.0,1,1,2,1,155.71,155.71,410.0,410.0,64.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corsala,Cortex,Salamander,CorVehicles,weapon,10500.0,350.0,7000.0,2100.0,72.0,0.05125,0.1025,12.0,255.0,385.0,487.0,1,1,2,1,16.36,16.36,340.0,340.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
corsent,Cortex,Fury,CorVehicles,aa,16000.0,470.0,10500.0,2700.0,69.0,0.05823,0.11647,14.0,12.0,338.0,591.79999,1,1,2,2,272.73,272.73,800.0,775.0,140.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
cortrem,Cortex,Tremor,CorVehicles,weapon,43000.0,1850.0,49000.0,3000.0,40.5,0.0098,0.0196,14.0,15.0,351.0,169.39999,1,1,2,1,400.0,400.0,1470.0,1470.0,210.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corvrad,Cortex,Omen,CorVehicles,util,5000.0,92.0,1300.0,570.0,48.0,0.02086,0.04172,16.0,0,900.0,315.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corvroc,Cortex,Negotiator,CorVehicles,weapon,20000.0,880.0,6700.0,1390.0,33.0,0.02489,0.04978,16.0,12.0,221.0,520.29999,1,1,2,1,106.25,106.25,1310.0,1310.0,150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
corwolv,Cortex,Wolverine,CorVehicles,weapon,3550.0,170.0,2500.0,750.0,48.0,0.02293,0.04585,10.0,8.0,299.0,466.0,1,1,1,1,42.25,42.25,710.0,710.0,113.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corcom,Cortex,Cortex Commander,corcom.lua,builder,75000.0,2700.0,26000.0,3700.0,37.5,0.18,1.125,20.0,35.0,450.0,1133.0,0,1,1,3,200.0,387.5,300.0,262.0,36.0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
